,Team Name,Week Number,Home or Away,Fantasy Points,Opponent Team Name,Opponent Fantasy Points,Opponent Projected Points,Winner,Fantasy Points Rank,Points,+/-,A,ATOI,BLK,DEF,FOL,FOW,G,GA,GAA,GP,GS,GWG,HAT,HIT,L,MIN ?,OTL,PIM,PPG,PPP,SA,SHA,SHG,SHP,SO,SOG,SV,SV%,TTOI ?,W,FPPG,Over 3 FPPG,Over 4 FPPG,"Fantasy Points Rank, Whole Season"
195,That Hoser Over There,20,Away,260.05,Baltimore Bandits,222.35,-1,AWAY,4.0,260.05000000000007,-5.0,38.0,23378.25000001,51.0,9.0,161.0,180.0,19.0,25.0,13.90740173,66.0,7.0,3.0,0.0,67.0,1.0,25696.0,1.0,43.0,4.0,20.0,215.0,1.0,1.0,2.0,0.0,212.0,190.0,3.54353674,78361.0,5.0,84.17083333333332,12.0,10.0,13.5
196,HC FirePucks,20,Away,265.15,Vasili's POD SQUAD,286.25,-1,HOME,3.0,265.15000000000003,2.0,30.0,25136.8,39.0,6.0,105.0,130.0,28.0,18.0,11.12702702,61.0,6.0,5.0,1.0,69.0,3.0,21341.0,0.0,30.0,10.0,21.0,180.0,1.0,1.0,2.0,1.0,164.0,162.0,3.65176041,68168.0,3.0,105.96749999999999,16.0,12.0,11.0
197,Team Ginsberg,20,Away,273.55,Carolina Tony,192.35,-1,AWAY,2.0,273.55,6.0,32.0,24684.65,42.0,12.0,123.0,108.0,30.0,21.0,12.51870185,68.0,6.0,6.0,1.0,51.0,1.0,19152.0,1.0,30.0,5.0,14.0,181.0,0.0,2.0,2.0,0.0,190.0,160.0,2.6380226,76940.0,4.0,94.25750000000001,14.0,7.0,9.0
198,Brown Shoes w/ a Black Belt?,20,Away,215.45,Lausanne  Automatons ,204.0,-1,AWAY,7.0,215.45000000000002,-7.0,26.0,23791.91666668,52.0,5.0,95.0,94.0,21.0,20.0,13.622921450000002,65.0,6.0,4.0,0.0,66.0,2.0,21761.0,2.0,29.0,9.0,15.0,204.0,0.0,0.0,0.0,0.0,169.0,184.0,3.55194523,74287.0,2.0,76.30416666666669,13.0,9.0,70.0
199,Esther Island Esthers,20,Away,222.0,DadKnows Best,101.9,-1,AWAY,6.0,221.99999999999997,1.0,33.0,22114.41666667,35.0,10.0,120.0,148.0,14.0,25.0,9.39176749,60.0,7.0,1.0,0.0,62.0,2.0,28599.0,0.0,25.0,5.0,13.0,267.0,1.0,1.0,2.0,0.0,142.0,242.0,2.70848875,70307.0,6.0,74.64666666666668,11.0,8.0,60.0
200,Vasili's POD SQUAD,21,Home,187.2,Carolina Tony,187.3,-1,HOME,8.0,187.20000000000002,-7.0,31.0,24216.41666667,36.0,6.0,114.0,129.0,14.0,20.0,19.77497121,59.0,6.0,0.0,1.0,48.0,3.0,19994.0,1.0,34.0,6.0,15.0,177.0,1.0,0.0,1.0,1.0,136.0,157.0,4.3481454799999995,68867.0,2.0,76.6875,10.0,6.0,123.5
201,Baltimore Bandits,21,Home,211.2,Lausanne  Automatons ,132.3,-1,HOME,3.0,211.20000000000002,1.0,24.0,24200.00000001,43.0,11.0,130.0,135.0,22.0,12.0,8.228868330000001,59.0,4.0,9.0,0.0,67.0,1.0,14784.0,1.0,34.0,6.0,15.0,117.0,0.0,0.0,0.0,0.0,177.0,105.0,2.67277778,71127.0,2.0,83.82083333333333,12.0,8.0,78.0
202,That Hoser Over There,21,Home,256.95,DadKnows Best,40.05,-1,HOME,1.0,256.95,15.0,35.0,24364.75,40.0,11.0,174.0,172.0,21.0,14.0,9.00504183,60.0,6.0,4.0,1.0,69.0,1.0,21625.0,0.0,28.0,6.0,15.0,176.0,1.0,1.0,2.0,0.0,168.0,162.0,3.69285714,70308.0,5.0,98.64583333333331,16.0,12.0,16.0
203,HC FirePucks,21,Home,201.3,Brown Shoes w/ a Black Belt?,189.55,-1,HOME,4.0,201.3,-5.0,25.0,21438.41666667,45.0,7.0,133.0,105.0,16.0,20.0,5.75541537,57.0,7.0,3.0,0.0,58.0,3.0,25223.0,0.0,24.0,5.0,15.0,242.0,0.0,0.0,0.0,0.0,128.0,222.0,1.8348484900000002,60946.0,4.0,68.26666666666667,10.0,7.0,98.0
204,Team Ginsberg,21,Home,215.1,Esther Island Esthers,191.15,-1,HOME,2.0,215.09999999999997,6.0,35.0,22972.91666666,37.0,13.0,92.0,67.0,20.0,6.0,4.48790816,59.0,3.0,3.0,0.0,48.0,1.0,10730.0,1.0,34.0,4.0,16.0,86.0,1.0,0.0,1.0,0.0,150.0,80.0,1.84392014,67299.0,1.0,79.52083333333336,11.0,9.0,71.0
205,Carolina Tony,21,Away,187.3,Vasili's POD SQUAD,187.2,-1,HOME,7.0,187.3,2.0,26.0,23478.74999998,34.0,8.0,236.0,229.0,14.0,8.0,5.04408547,55.0,5.0,1.0,0.0,66.0,2.0,17792.0,0.0,44.0,1.0,11.0,144.0,0.0,0.0,0.0,0.0,156.0,136.0,2.81753157,65322.0,3.0,74.23333333333333,11.0,6.0,122.0
206,Lausanne  Automatons ,21,Away,132.3,Baltimore Bandits,211.2,-1,HOME,9.0,132.3,0.0,22.0,18842.75000001,27.0,11.0,89.0,108.0,8.0,12.0,6.04277332,45.0,6.0,2.0,0.0,52.0,3.0,21460.0,1.0,14.0,2.0,7.0,157.0,0.0,0.0,0.0,1.0,94.0,145.0,2.75811227,52830.0,2.0,50.61666666666666,7.0,5.0,208.0
207,DadKnows Best,21,Away,40.05,That Hoser Over There,256.95,-1,HOME,10.0,40.050000000000004,-7.0,4.0,9393.49999999,10.0,0.0,52.0,50.0,5.0,15.0,11.69733864,24.0,4.0,0.0,0.0,29.0,3.0,10757.0,1.0,12.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,58.0,105.0,1.7125,24679.0,0.0,12.704166666666667,2.0,0.0,240.0
208,Brown Shoes w/ a Black Belt?,21,Away,189.55,HC FirePucks,201.3,-1,HOME,6.0,189.54999999999998,-11.0,23.0,22027.83333333,25.0,4.0,88.0,78.0,13.0,13.0,6.5499221499999996,54.0,5.0,2.0,0.0,43.0,2.0,21215.0,0.0,34.0,4.0,15.0,196.0,0.0,0.0,0.0,1.0,150.0,183.0,2.7860638399999997,60092.0,4.0,78.88749999999997,9.0,8.0,119.0
209,Esther Island Esthers,21,Away,191.15,Team Ginsberg,215.1,-1,HOME,5.0,191.14999999999998,-12.0,21.0,22146.91666667,36.0,9.0,94.0,114.0,18.0,14.0,9.090672679999999,49.0,5.0,2.0,0.0,53.0,1.0,19651.0,0.0,16.0,6.0,16.0,152.0,1.0,2.0,3.0,0.0,116.0,138.0,2.69349229,57028.0,3.0,73.74166666666666,12.0,10.0,116.0
210,Lausanne  Automatons ,22,Home,206.5,DadKnows Best,116.0,-1,HOME,8.0,206.49999999999997,7.0,37.0,20855.16666667,51.0,8.0,118.0,109.0,14.0,9.0,6.402224690000001,58.0,4.0,3.0,0.0,53.0,0.0,14696.0,1.0,22.0,3.0,15.0,87.0,1.0,0.0,1.0,0.0,145.0,78.0,2.69525253,65172.0,3.0,76.61666666666669,13.0,8.0,86.0
211,Brown Shoes w/ a Black Belt?,22,Home,229.45,Vasili's POD SQUAD,231.8,-1,HOME,5.0,229.45,15.0,24.0,20723.08333334,24.0,5.0,122.0,83.0,29.0,17.0,12.028283089999999,56.0,4.0,4.0,1.0,87.0,3.0,14366.0,0.0,42.0,9.0,15.0,153.0,1.0,0.0,1.0,0.0,156.0,136.0,2.68409091,64448.0,1.0,83.2125,12.0,9.0,50.0
212,Esther Island Esthers,22,Home,194.1,Carolina Tony,325.2,-1,AWAY,9.0,194.09999999999997,12.0,31.0,20622.74999999,40.0,8.0,113.0,121.0,19.0,12.0,9.173483659999999,52.0,4.0,2.0,0.0,46.0,2.0,14088.0,0.0,16.0,4.0,11.0,108.0,0.0,1.0,1.0,0.0,120.0,96.0,2.66089069,59910.0,2.0,72.54583333333335,11.0,7.0,108.0
213,HC FirePucks,22,Home,221.5,Baltimore Bandits,237.4,-1,AWAY,6.0,221.5,-10.0,36.0,22666.33333333,49.0,10.0,100.0,89.0,18.0,19.0,7.3849468499999995,66.0,5.0,4.0,0.0,67.0,2.0,17874.0,0.0,20.0,6.0,15.0,156.0,0.0,2.0,2.0,0.0,155.0,137.0,1.7621962199999999,74305.0,3.0,66.09583333333332,9.0,7.0,61.0
214,Team Ginsberg,22,Home,219.65,That Hoser Over There,298.25,-1,AWAY,7.0,219.65,8.0,34.0,26055.75,39.0,5.0,124.0,142.0,18.0,13.0,8.39744716,69.0,5.0,4.0,0.0,43.0,1.0,17078.0,1.0,14.0,3.0,14.0,139.0,0.0,0.0,0.0,0.0,188.0,126.0,2.67474747,81916.0,3.0,78.37916666666666,9.0,8.0,64.0
215,DadKnows Best,22,Away,116.0,Lausanne  Automatons ,206.5,-1,HOME,10.0,116.0,3.0,13.0,10409.83333333,21.0,0.0,105.0,85.0,12.0,18.0,10.624252649999999,34.0,5.0,2.0,0.0,47.0,3.0,17777.0,0.0,18.0,2.0,6.0,161.0,0.0,1.0,1.0,0.0,81.0,143.0,2.67464114,35459.0,2.0,40.6875,8.0,4.0,218.0
216,Vasili's POD SQUAD,22,Away,231.8,Brown Shoes w/ a Black Belt?,229.45,-1,HOME,4.0,231.79999999999998,4.0,34.0,22538.0,31.0,5.0,115.0,152.0,17.0,16.0,11.68845733,61.0,7.0,2.0,0.0,51.0,1.0,25761.0,1.0,30.0,5.0,18.0,199.0,0.0,0.0,0.0,0.0,149.0,183.0,4.58475544,70173.0,5.0,92.04583333333333,16.0,8.0,47.0
217,Carolina Tony,22,Away,325.2,Esther Island Esthers,194.1,-1,AWAY,1.0,325.2000000000001,-1.0,44.0,23622.24999999,49.0,7.0,291.0,304.0,30.0,14.0,7.77758279,63.0,6.0,2.0,2.0,91.0,3.0,20199.0,0.0,33.0,15.0,34.0,194.0,0.0,0.0,0.0,0.0,185.0,180.0,2.76812151,74996.0,3.0,109.22916666666667,19.0,12.0,2.0
218,Baltimore Bandits,22,Away,237.4,HC FirePucks,221.5,-1,AWAY,3.0,237.4,-8.0,39.0,23160.58333335,41.0,12.0,105.0,153.0,21.0,14.0,10.40811266,62.0,4.0,1.0,0.0,58.0,2.0,14520.0,0.0,20.0,6.0,28.0,97.0,1.0,1.0,2.0,0.0,146.0,83.0,2.5724809,75630.0,2.0,73.23333333333335,14.0,8.0,38.0
219,That Hoser Over There,22,Away,298.25,Team Ginsberg,219.65,-1,AWAY,2.0,298.25000000000006,11.0,41.0,24258.16666665,44.0,8.0,226.0,201.0,23.0,13.0,8.66153843,69.0,7.0,6.0,0.0,76.0,1.0,25315.0,0.0,42.0,5.0,16.0,217.0,0.0,0.0,0.0,2.0,155.0,204.0,3.70785672,81129.0,6.0,104.07083333333334,16.0,10.0,5.0
220,Baltimore Bandits,23,Home,233.65,Esther Island Esthers,184.4,-1,HOME,5.0,233.65,15.0,34.0,23131.83333333,34.0,12.0,123.0,169.0,20.0,14.0,8.40659341,61.0,4.0,7.0,0.0,63.0,0.0,18750.0,1.0,23.0,5.0,9.0,178.0,0.0,1.0,1.0,0.0,144.0,164.0,2.68382672,71375.0,4.0,80.4,9.0,6.0,44.0
221,HC FirePucks,23,Home,194.65,Brown Shoes w/ a Black Belt?,173.65,-1,HOME,6.0,194.64999999999998,-2.0,23.0,20739.83333333,50.0,8.0,105.0,97.0,17.0,12.0,4.881615119999999,59.0,5.0,2.0,1.0,50.0,2.0,17856.0,0.0,34.0,5.0,13.0,151.0,0.0,1.0,1.0,0.0,149.0,139.0,1.84194797,65673.0,3.0,65.76666666666668,10.0,5.0,107.0
222,Carolina Tony,23,Home,249.05,That Hoser Over There,268.75,-1,AWAY,4.0,249.05000000000004,17.0,34.0,23272.25000001,37.0,5.0,284.0,325.0,22.0,11.0,7.5413371399999996,66.0,5.0,4.0,0.0,81.0,1.0,17981.0,0.0,32.0,3.0,9.0,124.0,0.0,0.0,0.0,1.0,206.0,113.0,2.67314103,76538.0,4.0,80.44583333333333,12.0,8.0,28.0
223,Lausanne  Automatons ,23,Home,185.35,Vasili's POD SQUAD,319.7,-1,AWAY,7.0,185.34999999999997,2.0,26.0,21715.08333333,39.0,9.0,138.0,119.0,16.0,18.0,10.02158381,60.0,7.0,2.0,0.0,89.0,4.0,25124.0,1.0,20.0,2.0,6.0,200.0,0.0,2.0,2.0,1.0,132.0,182.0,2.69603956,68456.0,2.0,53.92083333333333,8.0,4.0,128.0
224,DadKnows Best,23,Home,108.8,Team Ginsberg,260.05,-1,AWAY,10.0,108.80000000000001,-3.0,17.0,10838.75,12.0,0.0,96.0,82.0,9.0,24.0,8.14594485,36.0,7.0,1.0,0.0,38.0,4.0,21217.0,1.0,10.0,0.0,4.0,229.0,1.0,0.0,1.0,0.0,78.0,205.0,1.79035703,35897.0,2.0,29.4875,5.0,1.0,223.0
225,Esther Island Esthers,23,Away,184.4,Baltimore Bandits,233.65,-1,HOME,8.0,184.39999999999998,-23.0,28.0,20531.33333332,40.0,11.0,119.0,123.0,14.0,16.0,26.038966310000003,62.0,6.0,2.0,0.0,67.0,3.0,18414.0,0.0,21.0,5.0,16.0,183.0,0.0,0.0,0.0,0.0,133.0,167.0,3.45610297,71068.0,2.0,54.83749999999999,7.0,5.0,129.0
226,Brown Shoes w/ a Black Belt?,23,Away,173.65,HC FirePucks,194.65,-1,HOME,9.0,173.65000000000003,-13.0,19.0,22491.66666665,51.0,6.0,132.0,83.0,18.0,22.0,16.72802324,66.0,5.0,2.0,0.0,89.0,3.0,19252.0,1.0,12.0,4.0,8.0,174.0,0.0,0.0,0.0,0.0,158.0,152.0,3.47458194,74539.0,2.0,58.75833333333333,8.0,4.0,144.0
227,That Hoser Over There,23,Away,268.75,Carolina Tony,249.05,-1,AWAY,2.0,268.75,-2.0,45.0,24757.58333335,46.0,14.0,184.0,184.0,21.0,11.0,5.862653030000001,67.0,5.0,3.0,0.0,62.0,1.0,18407.0,1.0,32.0,5.0,16.0,166.0,2.0,1.0,3.0,0.0,175.0,155.0,2.81794871,78526.0,3.0,92.56666666666666,15.0,8.0,10.0
228,Vasili's POD SQUAD,23,Away,319.7,Lausanne  Automatons ,185.35,-1,AWAY,1.0,319.7,29.0,36.0,21233.83333334,36.0,8.0,149.0,178.0,30.0,15.0,13.545458589999999,69.0,6.0,3.0,0.0,51.0,0.0,25249.0,1.0,22.0,11.0,22.0,220.0,1.0,0.0,1.0,1.0,199.0,205.0,5.53313745,76790.0,6.0,,16.0,12.0,3.0
229,Team Ginsberg,23,Away,260.05,DadKnows Best,108.8,-1,AWAY,3.0,260.05,-1.0,41.0,24636.75,36.0,13.0,141.0,123.0,23.0,25.0,9.885654899999999,68.0,8.0,2.0,1.0,45.0,2.0,27769.0,2.0,28.0,5.0,18.0,208.0,0.0,3.0,3.0,1.0,170.0,183.0,2.63644424,79405.0,3.0,80.3875,13.0,9.0,13.5
230,Vasili's POD SQUAD,24,Home,217.25,That Hoser Over There,251.9,-1,AWAY,6.0,217.25,-6.0,33.0,25082.91666666,34.0,5.0,175.0,196.0,14.0,17.0,11.458236040000001,67.0,7.0,1.0,0.0,58.0,2.0,25412.0,1.0,24.0,1.0,13.0,238.0,2.0,1.0,3.0,0.0,157.0,221.0,4.62996014,72659.0,4.0,81.69583333333331,8.0,5.0,66.0
231,Lausanne  Automatons ,24,Home,228.3,Team Ginsberg,285.8,-1,AWAY,4.0,228.29999999999998,-8.0,24.0,22477.41666666,37.0,14.0,131.0,181.0,23.0,22.0,9.01940038,66.0,8.0,4.0,1.0,86.0,4.0,28245.0,0.0,28.0,6.0,15.0,219.0,0.0,1.0,1.0,0.0,164.0,197.0,2.68716577,74584.0,4.0,66.68749999999999,8.0,6.0,51.0
232,HC FirePucks,24,Home,224.75,DadKnows Best,47.65,-1,HOME,5.0,224.74999999999997,9.0,28.0,22369.91666668,48.0,8.0,106.0,103.0,19.0,15.0,5.0330017300000005,61.0,6.0,5.0,0.0,76.0,2.0,21453.0,0.0,33.0,6.0,14.0,185.0,0.0,0.0,0.0,0.0,165.0,170.0,1.8334512,68738.0,4.0,78.6083333333333,14.0,9.0,56.0
233,Baltimore Bandits,24,Home,211.45,Carolina Tony,235.55,-1,AWAY,7.0,211.45000000000002,12.0,36.0,25034.91666666,52.0,13.0,147.0,171.0,12.0,7.0,6.054437549999999,64.0,4.0,2.0,0.0,80.0,0.0,14335.0,0.0,33.0,1.0,8.0,112.0,1.0,1.0,2.0,0.0,167.0,105.0,2.79303539,76943.0,4.0,80.20833333333334,12.0,7.0,76.0
234,Brown Shoes w/ a Black Belt?,24,Home,174.65,Esther Island Esthers,211.1,-1,AWAY,9.0,174.64999999999998,-5.0,21.0,16014.08333334,30.0,1.0,50.0,47.0,17.0,6.0,4.90583289,46.0,2.0,1.0,0.0,74.0,1.0,9498.0,0.0,29.0,6.0,14.0,75.0,0.0,0.0,0.0,0.0,125.0,69.0,1.83133433,50246.0,2.0,63.94583333333333,8.0,6.0,143.0
235,That Hoser Over There,24,Away,251.9,Vasili's POD SQUAD,217.25,-1,AWAY,2.0,251.9,4.0,34.0,23566.58333333,46.0,9.0,178.0,120.0,24.0,16.0,9.175335539999999,67.0,5.0,3.0,0.0,102.0,1.0,18083.0,1.0,34.0,3.0,9.0,170.0,1.0,0.0,1.0,0.0,184.0,154.0,2.72082955,78932.0,3.0,88.40416666666668,14.0,7.0,21.0
236,Team Ginsberg,24,Away,285.8,Lausanne  Automatons ,228.3,-1,AWAY,1.0,285.79999999999995,28.0,40.0,25038.41666666,48.0,7.0,164.0,154.0,24.0,7.0,5.00313152,72.0,5.0,4.0,1.0,60.0,0.0,17985.0,0.0,53.0,4.0,11.0,145.0,0.0,0.0,0.0,1.0,184.0,138.0,2.80215207,81872.0,5.0,96.53333333333333,12.0,8.0,8.0
237,DadKnows Best,24,Away,47.65,HC FirePucks,224.75,-1,HOME,10.0,47.650000000000006,-13.0,13.0,11291.33333333,20.0,2.0,96.0,80.0,0.0,10.0,10.06894603,32.0,2.0,0.0,0.0,69.0,2.0,7139.0,0.0,12.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,54.0,71.0,1.7509157499999999,33917.0,0.0,13.120833333333332,0.0,0.0,239.0
238,Carolina Tony,24,Away,235.55,Baltimore Bandits,211.45,-1,AWAY,3.0,235.54999999999995,6.0,28.0,21844.75,41.0,12.0,245.0,277.0,25.0,25.0,11.76692462,60.0,7.0,6.0,0.0,73.0,3.0,26729.0,2.0,26.0,6.0,13.0,243.0,1.0,1.0,2.0,0.0,152.0,218.0,3.64661171,69259.0,3.0,79.66666666666666,12.0,10.0,41.0
239,Esther Island Esthers,24,Away,211.1,Brown Shoes w/ a Black Belt?,174.65,-1,AWAY,8.0,211.1,22.0,30.0,21615.41666667,22.0,9.0,104.0,129.0,18.0,20.0,10.310747749999999,54.0,6.0,3.0,0.0,67.0,2.0,21744.0,1.0,18.0,7.0,13.0,232.0,0.0,1.0,1.0,0.0,135.0,212.0,2.73487048,64288.0,3.0,68.4875,10.0,6.0,79.0
